house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent,rent_per_sqft
2 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bengaluru,750.0,2,2,0,Unfurnished,23.0,17000.0,22.67
2 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bengaluru,750.0,2,1,0,Semi-Furnished,27.0,20000.0,26.67
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,750.0,2,2,0,Unfurnished,29.0,22000.0,29.33
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1084.0,2,2,3,Semi-Furnished,25.0,27500.0,25.37
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1050.0,2,2,2,Unfurnished,33.0,35000.0,33.33
"2 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1500.0,2,2,0,Semi-Furnished,27.0,40000.0,26.67
3 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bengaluru,1300.0,3,2,2,Semi-Furnished,14.0,18000.0,13.85
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1000.0,3,3,0,Semi-Furnished,40.0,40000.0,40.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1511.0,3,3,0,Semi-Furnished,33.0,50000.0,33.09
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1717.0,3,3,3,Semi-Furnished,35.0,60000.0,34.94
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1200.0,3,3,2,Furnished,58.0,70000.0,58.33
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1509.0,3,3,3,Furnished,52.0,77900.0,51.62
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1820.0,3,3,4,Semi-Furnished,43.0,79000.0,43.41
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,1440.0,3,2,2,Semi-Furnished,59.0,85000.0,59.03
"4 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bengaluru,3000.0,4,3,2,Semi-Furnished,28.0,85000.0,28.33
4 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bengaluru,2500.0,4,5,0,Unfurnished,40.0,100000.0,40.0
2 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bengaluru,800.0,2,2,0,Semi-Furnished,26.0,21000.0,26.25
"2 BHK Flat for Rent in Kasturi Nagar, Bangalore",Kasturi Nagar,Bengaluru,1266.0,2,2,0,Furnished,39.0,50000.0,39.49
3 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bengaluru,2400.0,3,3,0,Semi-Furnished,31.0,75000.0,31.25
5 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bengaluru,5500.0,5,4,3,Semi-Furnished,27.0,150000.0,27.27
"5 BHK Flat for Rent in Kattigenahalli, Bellary Road, Bangalore",Kattigenahalli,Bengaluru,2860.0,5,5,4,Semi-Furnished,21.0,60000.0,20.98
1 BHK House for Rent in Kaval Bairasandra Bangalore,Kaval Byrasandra,Bengaluru,550.0,1,2,0,Semi-Furnished,22.0,12000.0,21.82
2 BHK House for Rent in Kaval Bairasandra Bangalore,Kaval Byrasandra,Bengaluru,800.0,2,2,0,Semi-Furnished,25.0,20000.0,25.0
3 BHK House for Rent in Kaval Bairasandra Bangalore,Kaval Byrasandra,Bengaluru,1280.0,3,3,0,Semi-Furnished,18.0,23000.0,17.97
"3 BHK Flat for Rent in Kaval Bairasandra, Bangalore",Kaval Byrasandra,Bengaluru,2000.0,3,3,3,Unfurnished,22.0,45000.0,22.5
"2 BHK Flat for Rent in Kaveri Nagar Kaval Bairasandra, Bangalore",Kaveri Nagar,Bengaluru,1089.0,2,2,2,Unfurnished,22.0,24000.0,22.04
3 BHK House for Rent in Kempapura Bangalore,Kempapura,Bengaluru,900.0,3,3,0,Semi-Furnished,20.0,18000.0,20.0
"4 BHK Flat for Rent in Kempapura, Bangalore",Kempapura,Bengaluru,4500.0,4,4,3,Semi-Furnished,78.0,350000.0,77.78
1 BHK House for Rent in Kempapura Agrahara Bangalore,Kempapura Agrahara,Bengaluru,800.0,1,1,0,Semi-Furnished,13.0,10500.0,13.12
"3 BHK Flat for Rent in Kenchenhalli, Bangalore",Kenchenhalli,Bengaluru,1500.0,3,2,0,Semi-Furnished,20.0,30000.0,20.0
3 BHK House for Rent in Kengeri Bangalore,Kengeri,Bengaluru,1000.0,3,2,2,Furnished,23.0,23000.0,23.0
"3 BHK Flat for Rent in Kengeri Main Road, Bangalore",Kengeri Main Road,Bengaluru,1250.0,3,3,3,Furnished,20.0,25000.0,20.0
"1 BHK Flat for Rent in Kengeri Satellite Town, Bangalore",Kengeri Satellite Town,Bengaluru,550.0,1,1,0,Semi-Furnished,10.0,5500.0,10.0
2 BHK House for Rent in Kengeri Satellite Town Bangalore,Kengeri Satellite Town,Bengaluru,500.0,2,2,0,Unfurnished,16.0,8000.0,16.0
"2 BHK Flat for Rent in Kengeri Satellite Town, Bangalore",Kengeri Satellite Town,Bengaluru,1300.0,2,1,0,Semi-Furnished,15.0,20000.0,15.38
2 BHK House for Rent in Kithaganur Main Road Bangalore,Kithaganur Main Road,Bengaluru,1000.0,2,2,0,Furnished,14.0,14000.0,14.0
3 BHK Villa for Rent in Kithaganur Main Road Bangalore,Kithaganur Main Road,Bengaluru,2000.0,3,3,0,Furnished,18.0,35000.0,17.5
2 BHK House for Rent in Kodathi Bangalore,Kodathi,Bengaluru,700.0,2,1,0,Semi-Furnished,23.0,16000.0,22.86
"2 BHK Flat for Rent in Kodathi, Bangalore",Kodathi,Bengaluru,750.0,2,2,0,Semi-Furnished,35.0,26000.0,34.67
3 BHK House for Rent in Kodathi Bangalore,Kodathi,Bengaluru,1200.0,3,2,0,Semi-Furnished,19.0,23000.0,19.17
4 BHK Villa for Rent in Kodichikknahalli Seenappa Layout Bommanahalli Bangalore,Kodichikknahalli,Bengaluru,3100.0,4,4,0,Furnished,26.0,80000.0,25.81
"2 BHK Flat for Rent in Kodigehalli, Bangalore",Kodigehalli,Bengaluru,1175.0,2,2,2,Semi-Furnished,27.0,32000.0,27.23
"3 BHK Flat for Rent in Kodigehalli, Bangalore",Kodigehalli,Bengaluru,1555.0,3,3,3,Semi-Furnished,26.0,40000.0,25.72
"2 BHK Flat for Rent in Kodigenahalli, Bangalore",Kodigenahalli,Bengaluru,1000.0,2,2,0,Semi-Furnished,20.0,20000.0,20.0
1 BHK House for Rent in Kodihalli Bangalore,Kodihalli,Bengaluru,350.0,1,1,0,Unfurnished,46.0,16000.0,45.71
"3 BHK Flat for Rent in Kodihalli, Bangalore",Kodihalli,Bengaluru,1600.0,3,2,2,Unfurnished,53.0,85000.0,53.12
3 BHK House for Rent in Kodipalya Bangalore,Kodipalya,Bengaluru,1500.0,3,3,0,Semi-Furnished,50.0,75000.0,50.0
3 BHK House for Rent in Kogilu Bangalore,Kogilu,Bengaluru,1300.0,3,2,0,Semi-Furnished,23.0,30000.0,23.08
"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bengaluru,1610.0,3,3,0,Semi-Furnished,30.0,48000.0,29.81
"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bengaluru,1500.0,3,3,2,Semi-Furnished,37.0,55000.0,36.67
"3 BHK Flat for Rent in Kogilu, Bangalore",Kogilu,Bengaluru,2000.0,3,4,0,Semi-Furnished,30.0,60000.0,30.0
"2 BHK Flat for Rent in Kogilu Main Road, Bangalore",Kogilu Main Road,Bengaluru,1022.0,2,2,2,Semi-Furnished,32.0,33000.0,32.29
"3 BHK Flat for Rent in Kogilu Main Road, Bangalore",Kogilu Main Road,Bengaluru,1350.0,3,2,2,Semi-Furnished,33.0,45000.0,33.33
"3 BHK Flat for Rent in Kogilu Main Road, Bangalore",Kogilu Main Road,Bengaluru,1840.0,3,3,2,Semi-Furnished,27.0,50000.0,27.17
1 BHK House for Rent in Konanakunte Bangalore,Konanakunte,Bengaluru,600.0,1,1,0,Semi-Furnished,25.0,15000.0,25.0
2 BHK House for Rent in Konanakunte Bangalore,Konanakunte,Bengaluru,1200.0,2,2,0,Semi-Furnished,21.0,25000.0,20.83
"3 BHK Flat for Rent in Konanakunte, Bangalore",Konanakunte,Bengaluru,1583.0,3,3,0,Semi-Furnished,35.0,55000.0,34.74
"4 BHK Flat for Rent in Konanakunte, Bangalore",Konanakunte,Bengaluru,2000.0,4,6,2,Semi-Furnished,45.0,90000.0,45.0
1 BHK House for Rent in Konena Agrahara Murgesh Pallya Bangalore,Konena Agrahara Murgesh Pallya,Bengaluru,450.0,1,1,0,Semi-Furnished,22.0,10000.0,22.22
2 BHK Villa for Rent in Konena Agrahara Murgesh Pallya Bangalore,Konena Agrahara Murgesh Pallya,Bengaluru,650.0,2,3,0,Semi-Furnished,46.0,30000.0,46.15
"2 BHK Flat for Rent in Konena Agrahara Murgesh Pallya, Bangalore",Konena Agrahara Murgesh Pallya,Bengaluru,950.0,2,2,0,Semi-Furnished,45.0,43000.0,45.26
2 BHK House for Rent in Koppa Bangalore,Koppa,Bengaluru,1200.0,2,2,0,Semi-Furnished,8.0,10000.0,8.33
1 BHK House for Rent in Koramangala Bangalore,Koramangala,Bengaluru,500.0,1,1,0,Semi-Furnished,28.0,14000.0,28.0
"1 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1200.0,1,1,0,Semi-Furnished,15.0,18000.0,15.0
"1 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,475.0,1,1,0,Semi-Furnished,42.0,20000.0,42.11
"2 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,900.0,2,2,0,Semi-Furnished,33.0,30000.0,33.33
2 BHK House for Rent in Koramangala Bangalore,Koramangala,Bengaluru,800.0,2,2,0,Semi-Furnished,50.0,40000.0,50.0
"2 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1233.0,2,2,2,Semi-Furnished,41.0,50000.0,40.55
"2 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1200.0,2,2,2,Unfurnished,46.0,55000.0,45.83
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1436.0,3,2,0,Furnished,52.0,75000.0,52.23
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,2000.0,3,3,2,Semi-Furnished,40.0,80000.0,40.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1600.0,3,3,0,Semi-Furnished,50.0,80000.0,50.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1400.0,3,3,0,Furnished,61.0,85000.0,60.71
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1700.0,3,3,0,Furnished,53.0,90000.0,52.94
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,2291.0,3,4,4,Furnished,48.0,110000.0,48.01
"4 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,2600.0,4,4,0,Furnished,54.0,140000.0,53.85
"4 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,1800.0,4,5,0,Semi-Furnished,83.0,150000.0,83.33
"4 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bengaluru,3000.0,4,4,3,Semi-Furnished,62.0,190000.0,63.33
"3 BHK Flat for Rent in Koramangala 80 Feet Road, Bangalore",Koramangala 80 Feet Road,Bengaluru,2400.0,3,4,3,Semi-Furnished,52.0,130000.0,54.17
"1 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Koramangala Block 4,Bengaluru,1200.0,1,1,0,Semi-Furnished,43.0,52000.0,43.33
"2 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Koramangala Block 4,Bengaluru,1100.0,2,2,0,Semi-Furnished,38.0,42000.0,38.18
"3 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Koramangala Block 4,Bengaluru,1800.0,3,3,0,Semi-Furnished,50.0,90000.0,50.0
"3 BHK Flat for Rent in Block 4 Koramangala, Bangalore",Koramangala Block 4,Bengaluru,1800.0,3,3,2,Semi-Furnished,67.0,120000.0,66.67
"3 BHK House for Rent in Kothnoor Dinne, JP Nagar Phase 8 Bangalore",Kothnoor Dinne,Bengaluru,1200.0,3,2,0,Semi-Furnished,29.0,35000.0,29.17
1 BHK House for Rent in Kothnur Bangalore,Kothnur,Bengaluru,450.0,1,1,0,Unfurnished,18.0,8000.0,17.78
2 BHK House for Rent in Kothnur Bangalore,Kothnur,Bengaluru,1100.0,2,2,0,Furnished,22.0,24000.0,21.82
4 BHK Villa for Rent in Kudlu Bangalore,Kudlu,Bengaluru,3200.0,4,4,0,Furnished,31.0,100000.0,31.25
2 BHK House for Rent in Kudlu Gate Bangalore,Kudlu Gate,Bengaluru,900.0,2,2,0,Semi-Furnished,20.0,18000.0,20.0
"2 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bengaluru,945.0,2,2,0,Semi-Furnished,53.0,50000.0,52.91
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bengaluru,1250.0,3,2,0,Semi-Furnished,44.0,55000.0,44.0
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bengaluru,1560.0,3,2,0,Semi-Furnished,38.0,60000.0,38.46
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bengaluru,1850.0,3,3,2,Semi-Furnished,38.0,70000.0,37.84
"5 BHK Flat for Rent in Kumara Park West, Kumara Park West, Bangalore",Kumara Park West,Bengaluru,4500.0,5,6,3,Semi-Furnished,30.0,140000.0,31.11
"1 BHK House for Rent in Kumaraswamy Layout, Kumaraswamy Layout Bangalore",Kumaraswamy Layout,Bengaluru,600.0,1,1,0,Semi-Furnished,20.0,12000.0,20.0
"2 BHK House for Rent in Kumaraswamy Layout, Kumaraswamy Layout Bangalore",Kumaraswamy Layout,Bengaluru,600.0,2,1,0,Semi-Furnished,20.0,12000.0,20.0
"2 BHK Flat for Rent in Kumbalgodu, Bangalore",Kumbalgodu,Bengaluru,988.0,2,2,0,Semi-Furnished,23.0,23000.0,23.28
"1 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bengaluru,500.0,1,1,0,Semi-Furnished,25.0,12500.0,25.0
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bengaluru,1647.0,3,3,2,Semi-Furnished,28.0,46000.0,27.93
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bengaluru,1388.0,3,3,2,Semi-Furnished,43.0,60000.0,43.23
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bengaluru,2232.0,3,3,2,Semi-Furnished,58.0,130000.0,58.24
"5 BHK Villa for Rent in Kundalahalli, Brookefield Bangalore",Kundalahalli,Bengaluru,6000.0,5,3,3,Furnished,33.0,200000.0,33.33
"8 BHK Villa for Rent in Kundalahalli, Brookefield Bangalore",Kundalahalli,Bengaluru,3000.0,8,8,5,Semi-Furnished,42.0,130000.0,43.33
"1 BHK Flat for Rent in Kundalahalli Colony, Brookefield, Bangalore",Kundalahalli Colony,Bengaluru,800.0,1,1,0,Unfurnished,26.0,21000.0,26.25
1 BHK House for Rent in Laggere Bangalore,Laggere,Bengaluru,300.0,1,1,0,Unfurnished,18.0,5500.0,18.33
"1 BHK Flat for Rent in Lakshminarayana Pura, Marathahalli, Bangalore",Lakshminarayana Pura,Bengaluru,300.0,1,1,0,Furnished,60.0,18000.0,60.0
"3 BHK Flat for Rent in Lakshmipura, Bangalore",Lakshmipura,Bengaluru,1700.0,3,3,2,Semi-Furnished,15.0,26000.0,15.29
"3 BHK Flat for Rent in Lavakusha Nagar, Bangalore",Lavakusha Nagar,Bengaluru,1096.0,3,3,2,Furnished,33.0,36000.0,32.85
"2 BHK Flat for Rent in Laxmi Sagar Layout, Mahadevapura, Bangalore",Laxmi Sagar Layout,Bengaluru,1130.0,2,2,2,Semi-Furnished,42.0,47000.0,41.59
"3 BHK Villa for Rent in Laxmi Sagar Layout, Mahadevapura Bangalore",Laxmi Sagar Layout,Bengaluru,2024.0,3,3,3,Semi-Furnished,40.0,80000.0,39.53
2 BHK House for Rent in LBS Nagar Kaggadasapura Bangalore,Lbs Nagar,Bengaluru,1200.0,2,2,3,Semi-Furnished,19.0,23000.0,19.17
"2 BHK Flat for Rent in LBS Nagar Kaggadasapura, Bangalore",Lbs Nagar,Bengaluru,900.0,2,2,2,Unfurnished,28.0,25000.0,27.78
4 BHK House for Rent in LBS Nagar Kaggadasapura Bangalore,Lbs Nagar,Bengaluru,2200.0,4,4,0,Semi-Furnished,20.0,45000.0,20.45
"1 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bengaluru,550.0,1,1,0,Semi-Furnished,18.0,10000.0,18.18
"1 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bengaluru,850.0,1,2,0,Semi-Furnished,15.0,13000.0,15.29
"2 BHK Villa for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bengaluru,900.0,2,2,0,Semi-Furnished,22.0,20000.0,22.22
"2 BHK Villa for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bengaluru,900.0,2,1,0,Unfurnished,22.0,20000.0,22.22
"3 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bengaluru,1200.0,3,2,0,Semi-Furnished,23.0,28000.0,23.33
1 BHK House for Rent in Madavara Bangalore,Madavara,Bengaluru,560.0,1,1,0,Semi-Furnished,11.0,6000.0,10.71
2 BHK House for Rent in Madhuranagara Bangalore,Madhuranagara,Bengaluru,950.0,2,2,0,Semi-Furnished,20.0,19000.0,20.0
1 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bengaluru,200.0,1,1,0,Semi-Furnished,50.0,10000.0,50.0
1 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bengaluru,400.0,1,1,0,Semi-Furnished,35.0,14000.0,35.0
1 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bengaluru,500.0,1,1,0,Semi-Furnished,37.0,18500.0,37.0
"1 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,400.0,1,1,0,Furnished,70.0,28000.0,70.0
2 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bengaluru,800.0,2,2,0,Semi-Furnished,31.0,25000.0,31.25
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,1070.0,2,2,0,Semi-Furnished,32.0,34000.0,31.78
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,1000.0,2,2,0,Unfurnished,42.0,42000.0,42.0
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,1280.0,2,2,2,Semi-Furnished,38.0,48000.0,37.5
"3 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,1602.0,3,2,2,Semi-Furnished,41.0,65000.0,40.57
"4 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bengaluru,2000.0,4,3,4,Semi-Furnished,42.0,85000.0,42.5
1 BHK House for Rent in Mahadevapura Layout Bangalore,Mahadevapura Layout,Bengaluru,600.0,1,1,2,Semi-Furnished,28.0,16500.0,27.5
"3 BHK Flat for Rent in Mahalakshmipuram Layout, Mahalakshmipuram, Bangalore",Mahalakshmipuram Layout,Bengaluru,1550.0,3,3,3,Semi-Furnished,35.0,55000.0,35.48
"3 BHK Flat for Rent in Mahalakshmipuram Layout, Mahalakshmipuram, Bangalore",Mahalakshmipuram Layout,Bengaluru,2000.0,3,3,2,Semi-Furnished,30.0,60000.0,30.0
"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bengaluru,1545.0,3,3,2,Semi-Furnished,55.0,85000.0,55.02
"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bengaluru,1400.0,3,3,2,Furnished,64.0,90000.0,64.29
"2 BHK Flat for Rent in Mahatma Gandhi Road, Bangalore",Mahatma Gandhi Road,Bengaluru,1000.0,2,2,0,Semi-Furnished,60.0,60000.0,60.0
"3 BHK Flat for Rent in Maithri Layout, Bangalore",Maithri Layout,Bengaluru,1100.0,3,2,2,Semi-Furnished,27.0,30000.0,27.27
"3 BHK Flat for Rent in Mallasandra Village, T Dasarahalli, Bangalore",Mallasandra Village,Bengaluru,1321.0,3,2,0,Furnished,38.0,50000.0,37.85
"2 BHK House for Rent in Mallathahalli, Outer Ring Road Bangalore",Mallathahalli,Bengaluru,800.0,2,2,0,Semi-Furnished,24.0,19500.0,24.38
"2 BHK Flat for Rent in Malleshpalya, Kaggadasapura, Bangalore",Malleshpalya,Bengaluru,1200.0,2,2,2,Semi-Furnished,11.0,13000.0,10.83
"2 BHK House for Rent in Malleshpalya, Kaggadasapura Bangalore",Malleshpalya,Bengaluru,1200.0,2,2,0,Semi-Furnished,18.0,21000.0,17.5
"1 BHK Flat for Rent in Malleshpalya Main Road, Bangalore",Malleshpalya Main Road,Bengaluru,1200.0,1,1,0,Semi-Furnished,11.0,13000.0,10.83
"2 BHK Flat for Rent in Malleshpalya Main Road, Bangalore",Malleshpalya Main Road,Bengaluru,1180.0,2,2,2,Semi-Furnished,29.0,34000.0,28.81
"1 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bengaluru,800.0,1,1,0,Semi-Furnished,31.0,25000.0,31.25
2 BHK House for Rent in Malleshwaram Bangalore,Malleshwaram,Bengaluru,1100.0,2,1,0,Unfurnished,11.0,12000.0,10.91
"3 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bengaluru,1800.0,3,3,3,Semi-Furnished,28.0,50000.0,27.78
"3 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bengaluru,2215.0,3,3,2,Semi-Furnished,32.0,70000.0,31.6
"4 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bengaluru,2500.0,4,5,0,Furnished,70.0,180000.0,72.0
"1 BHK House for Rent in Mangammanapalya, Hosur Road Bangalore",Mangammanapalya,Bengaluru,500.0,1,1,0,Semi-Furnished,20.0,10000.0,20.0
2 BHK House for Rent in Manganahalli Bangalore,Manganahalli,Bengaluru,624.0,2,1,0,Semi-Furnished,23.0,14500.0,23.24
1 BHK House for Rent in Manjunatha Layout Munnekollal Bangalore,Manjunatha Layout Munnekollal,Bengaluru,600.0,1,1,0,Semi-Furnished,22.0,13000.0,21.67
2 BHK House for Rent in Manjunatha Nagar Kalkere Bangalore,Manjunatha Nagar Kalkere,Bengaluru,1200.0,2,2,0,Semi-Furnished,25.0,30000.0,25.0
"3 BHK Flat for Rent in Manorayana Palya, Bangalore",Manorayana Palya,Bengaluru,1370.0,3,2,0,Furnished,16.0,22000.0,16.06
"4 BHK Flat for Rent in Manyata Residency, Thanisandra, Bangalore",Manyata Residency,Bengaluru,3100.0,4,5,2,Semi-Furnished,37.0,110000.0,35.48
"1 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,950.0,1,1,0,Semi-Furnished,26.0,25000.0,26.32
"1 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,690.0,1,1,0,Unfurnished,58.0,40000.0,57.97
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,750.0,2,2,0,Semi-Furnished,21.0,15500.0,20.67
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,800.0,2,2,2,Unfurnished,38.0,30000.0,37.5
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,990.0,2,2,0,Semi-Furnished,42.0,42000.0,42.42
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bengaluru,876.0,2,2,0,Furnished,48.0,42000.0,47.95
"2 BHK Flat for Rent in Manyata Tech Park Road, Bangalore",Manyata Tech Park Road,Bengaluru,1050.0,2,2,0,Semi-Furnished,21.0,22000.0,20.95
1 BHK House for Rent in Marathahalli Bangalore,Marathahalli,Bengaluru,200.0,1,1,0,Semi-Furnished,50.0,10000.0,50.0
"1 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,450.0,1,1,0,Unfurnished,31.0,14000.0,31.11
"1 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,500.0,1,1,0,Semi-Furnished,36.0,18000.0,36.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,670.0,2,2,0,Semi-Furnished,33.0,22000.0,32.84
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,800.0,2,1,0,Semi-Furnished,29.0,23000.0,28.75
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1263.0,2,2,0,Unfurnished,18.0,23000.0,18.21
2 BHK House for Rent in Marathahalli Bangalore,Marathahalli,Bengaluru,800.0,2,2,0,Semi-Furnished,31.0,25000.0,31.25
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1200.0,2,2,2,Semi-Furnished,28.0,33000.0,27.5
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,960.0,2,2,2,Semi-Furnished,36.0,35000.0,36.46
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1130.0,2,2,0,Semi-Furnished,31.0,35000.0,30.97
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1180.0,2,2,2,Semi-Furnished,32.0,38000.0,32.2
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1045.0,2,2,2,Semi-Furnished,36.0,38000.0,36.36
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1400.0,2,2,0,Furnished,29.0,40000.0,28.57
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1144.0,2,2,2,Unfurnished,37.0,42000.0,36.71
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1250.0,2,2,2,Unfurnished,35.0,44000.0,35.2
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1365.0,2,2,0,Furnished,48.0,65000.0,47.62
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1429.0,3,3,3,Unfurnished,40.0,57000.0,39.89
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1580.0,3,3,3,Semi-Furnished,38.0,60000.0,37.97
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1000.0,3,2,2,Semi-Furnished,60.0,60000.0,60.0
"3 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bengaluru,1590.0,3,2,0,Semi-Furnished,41.0,65000.0,40.88
